author,updated_at,like_count,text,video_id,public,language,translated_text,is_relevant,char_count,word_count,sentence_count,TweetNLP,RoBERTa,BERT_NLP,Emotion,Vader
@SharkieOttark,2017-10-24T02:38:50Z,0,This movie was confusing AS FUCK.,BHsFzDON6pA,True,en,This movie was confusing AS FUCK.,True,33,6,1,0,-1,-1,anger,-1
@davebalmada,2019-04-13T21:22:00Z,1001,"When Murph says ""Because my dad promised me"" I burst into tears. EVERY DAMN TIME. I love this movie",kcVdY-PKHdk,True,en,"When Murph says ""Because my dad promised me"" I burst into tears. EVERY DAMN TIME. I love this movie",True,99,19,2,1,1,1,joy,1
@congressoftherhino3603,2025-07-01T18:47:06Z,0,Everyone knows this shit btw. There’s hundreds of videos about it already,ASkz5prADQA,True,en,Everyone knows this shit by the way. There’s hundreds of videos about it already,True,80,14,1,0,-1,-1,anger,-1
@Khaos768,2024-05-06T01:28:28Z,0,"How could future humans exist to build the black hole? Humanity should have gone extinct long before that! Also, by the end of the movie shouldn't humans have already relocated to Edmund's planet and organizing a surprise party for Brand when she lands?",j3DuONZb3Ik,True,en,"How could future humans exist to build the black hole? Humanity should have gone extinct long before that! Also, by the end of the movie should not humans have already relocated to Edmund's planet and organizing a surprise party for Brand when she lands?",True,254,44,3,0,-1,1,disgust,1
@mugglescakesniffer3943,2023-02-12T09:19:06Z,0,"Was it anything that can go wrong will go wrong? Young Murph: Murphy's law? Cooper: Murphy's law doesn't mean that something bad will happen. It means that whatever *can* happen, will happen. And that sounded just fine to us.",zBNKrja8dyY,True,en,"Was it anything that can go wrong will go wrong? Young Murph: Murphy's law? Cooper: Murphy's law does not mean that something bad will happen. It means that whatever *can* happen, will happen. And that sounded just fine to us.",True,226,40,5,0,0,-1,optimism,-1
@ThaFashionAssassin,2026-04-06T09:10:46Z,0,This was the first movie my wife and I ever watched together. That was way back when we first started dating. Damn the time flies,9YBpOBIsZoc,True,en,This was the first movie my wife and I ever watched together. That was way back when we first started dating. Damn the time flies,True,129,25,2,1,1,1,joy,-1
@cameronmurtagh9977,2022-01-16T09:10:15Z,0,Always makes me think of Peter Gabriel - the Book of Love,t6kqaip7WS4,True,en,Always makes me think of Peter Gabriel - the Book of Love,True,57,12,0,1,1,1,joy,1
@naveenkr5992,2020-06-24T19:37:24Z,20,"I actually did understand the movie end at first time and I really enjoyed it, I literally cried.",qOngRXgUTN4,True,en,"I actually did understand the movie end at first time and I really enjoyed it, I literally cried.",True,97,18,1,1,1,1,joy,1
@sandiplwagun1803,2023-03-11T22:41:51Z,1,So that means the universe is not billions year old. Its may be billions of years for earth but its years or day or may be minutes for the universe??,JqKa6qyVYgg,True,en,So that means the universe is not billions year old. Its may be billions of years for earth but its years or day or may be minutes for the universe??,True,149,30,2,0,0,0,anticipation,0
@vanessahenry7238,2021-09-12T21:48:23Z,0,"THIS was wonderfully made and though after the third watching of the movie I got it, my only complaint was Sound! The Sound person made everything else not spoken Too loud!",j3DuONZb3Ik,True,en,"THIS was wonderfully made and though after the third watching of the movie I got it, my only complaint was Sound! The Sound person made everything else not spoken Too loud!",True,172,31,2,1,1,1,joy,1
@mynameforever1,2020-07-17T20:47:01Z,0,One of the messages of the movie is presented right at the beginning dust bowl era scenes; humanity farmed itself into a famine due too lack of innovation in agriculture,t6kqaip7WS4,True,en,One of the messages of the movie is presented right at the beginning dust bowl era scenes; humanity farmed itself into a famine due too lack of innovation in agriculture,True,169,30,0,0,-1,-1,sadness,1
@mas2497,2021-04-16T09:38:30Z,0,Very beautiful interesting movie,VSuF_hK3qMI,True,en,Very beautiful interesting movie,True,32,4,0,1,1,1,joy,1
@durgeshprasad4864,2020-09-11T07:47:38Z,0,Useless video... All i wanted to know was what did the equation actually did? Means what they did this jus build gravity with help of it??? What about oxygen??? And other things like pressure what they did about that to survive in space... And how her daughter knew that she was alive and he should go help her??,j3DuONZb3Ik,True,en,Useless video... All i wanted to know was what did the equation actually did? Means what they did this just build gravity with help of it??? What about oxygen??? And other things like pressure what they did about that to survive in space... And how her daughter knew that she was alive and he should go help her??,True,313,58,6,0,-1,-1,anger,1
@kevinhedman2314,2020-03-31T07:08:46Z,0,I don’t think I like people who are obsessed with this movie to the point of ignoring huge flaws. This whole comment section belongs in r/iamverysmart,j3DuONZb3Ik,True,en,I denial of normal’t think I like people who are obsessed with this movie to the point of ignoring huge flaws. This whole comment section belongs in are/iamverysmart,True,165,28,1,0,-1,-1,anger,1
@CurbKerb,2018-11-24T10:17:27Z,0,This movie made me shed a tear. Better love story than the Titanic,NXhdt1R6TYE,True,en,This movie made me shed a tear. Better love story than the Titanic,True,66,13,1,1,1,1,joy,1
@kristoffslivnik8216,2019-07-13T23:26:38Z,11,This movie is a masterpiece !,BHsFzDON6pA,True,en,This movie is a masterpiece !,True,29,6,1,1,1,1,joy,1
@Craka_fat,2018-07-25T10:39:33Z,0,I just can't get past the fact that love was more powerful than a singularity,NXhdt1R6TYE,True,en,I just cannot get past the fact that love was more powerful than a singularity,True,78,15,0,0,0,-1,sadness,1
@gurkaranveer9131,2023-04-08T20:17:41Z,0,Beautiful 😢😢😢,ASkz5prADQA,True,en,Beautiful 😢😢😢,True,13,2,0,1,1,1,joy,-1
@ganesh.m2700,2023-08-08T09:02:44Z,0,So they ingura future humans tha climax la heroine poi uruvakuna civilization ah appo avunga antha planet la civilization develop panni avunga tha tecnology kandu piditchu black hole kulla poi 5th dimension tesseract uruvakunangala appdi uruvakuna appuram humans escape aganumna 5th dimension help theava nu cooper muliyama therinchu irrupanga pola so past cooper tesseract kulla vanthu humans save pannrathu tha nadanthutha,4-6zBotsi-s,True,la,"So, they are the future humans and the heroine goes to create a civilization, then they developed technology on that planet and figured out how to go into the black hole to form the tesseract in the 5th dimension, then Cooper comes back to save humans, that is what happened.",True,275,50,1,0,0,0,anticipation,1
@lindagelderman4338,2015-04-17T12:59:40Z,0,usually i dont cry quickly but with this movie... damn it was very emotional,R1cexcjdyIE,True,en,usually i don't cry quickly but with this movie... damn it was very themotional,True,79,14,1,0,-1,-1,joy,-1
@kylefarrows,2021-10-25T12:03:39Z,0,im stuck on the dumb planet,R1cexcjdyIE,True,en,Instant Message stuck on the dumb planet,True,40,7,0,0,-1,-1,anger,-1
@GigglesD2,2025-03-17T20:09:35Z,1,You missed the link from Tars....he made a joke the blow Cooper out of the airlock at the start only for Mann to be blown out of the airlock due to Tars changing the docking codes,zBNKrja8dyY,True,en,You missed the link from Tars....he made a joke the blow Cooper out of the airlock at the start only for Mann to be blown out of the airlock due to Tars changing the docking codes,True,179,36,1,0,0,-1,anticipation,0
@jackieadams8592,2023-06-12T20:22:01Z,0,"Grow up...Y'all watch to much Television...the Universe doesn't work like that, Man has never got that close,only on television🤔🤔🤔man has gone to the surface and that's a maybe😏😏😏😏",j3DuONZb3Ik,True,en,"Grow up...you all watch to much Television...the Universe does not work like that, Man has never got that close,only on television🤔🤔🤔man has gone to the surface and that is a maybe😏😏😏😏",True,184,31,2,0,-1,-1,optimism,-1
@ipoomini,2014-12-03T14:35:43Z,0,"1:42 thousands of years? with our current technology it'd take MORE than couple of MILLIONS of years to get to andromeda, nearest spiral galaxy to milky way",qhW1HfSuPVQ,True,en,"thousands of years? with our current technology it would take MORE than couple of MILLIONS of years to get to andromeda, nearest spiral galaxy to milky way",True,155,27,1,0,0,-1,anticipation,0
@safooraraihana4023,2021-04-01T04:43:37Z,0,nxt vedio kk waiting ahn🤩,VSuF_hK3qMI,True,en,next vedio ok waiting ahn🤩,True,26,5,0,1,1,0,anticipation,1
@plutoniusis,2020-05-04T03:45:10Z,0,"The movie is done really excellent, but if we start analyzing how and when , then we are not going anywhere , it is just a movie , entertainment and inspiring motives to move forward .",NXhdt1R6TYE,True,en,"The movie is done really excellent, but if we start analyzing how and when , then we are not going anywhere , it is just a movie , entertainment and inspiring motives to move forward .",True,184,36,1,1,1,1,joy,1
@umairusman,2018-07-23T14:10:21Z,0,shitty movie,NXhdt1R6TYE,True,fi,shitty movie,True,12,2,0,0,-1,-1,disgust,-1
@ramanant963,2021-10-22T15:10:40Z,0,"You know what i feel. Say if u travel from point A to B by an airplane, u reach the distance in one day, but i travelled by ship, and say i took a week. Cuz ofcourse i was slow. But we both age at the same rate. Time flows at the same rate. Destination has got nothing to do with our rate of time flow/age flow. Now u’ve reached earlier than me, and u’ll be waiting for the rest of the week for me to reach you, we both gonna be grown 1 week old at the end of the week. So if u travel to a different galaxy in light speed, and u took 1 month. And i’m here at earth, by 1 month i’d know u have reached the galaxy. And u come back immediately, it takes another month for u, and i’m obviously gonna wait another month(our clocks tick the same rate). Where is age coming into the picture.!? Light speed travel or regular speed travel, speed of travel is not gonna interfere with ageing. Speed and time are different factors.. why are u people relating age(time) and speed.!?? Time flows in a constant rate(so does our age along with time), speed is variable. Irrespective of how speed we travel, we will age at the same rate. Time taken to travel a distance does not change time’s natural flow rate.. how in the world does the interstellar age thingy makes sense.!?? Time keeps flowing every second.. our vehicle speed is not gonna alter the natural flow of seconds.. Someone correct me if i’m wrong.",JqKa6qyVYgg,True,en,"You know what i feel. Say if you travel from point A to B by an airplane, you reach the distance in one day, but i travelled by ship, and say i took a week. because ofcourse i was slow. But we both age at the same rate. Time flows at the same rate. Destination has got nothing to do with our rate of time flow/age flow. Now you’ve reached earlier than me, and you’ll be waiting for the rest of the week for me to reach you, we both going to be grown 1 week old at the end of the week. So if you travel to a different galaxy in light speed, and you took 1 month. And i’am here at earth, by 1 month i’d know you have reached the galaxy. And you come back immediately, it takes another month for you, and i’am obviously going to wait another month(our clocks tick the same rate). Where is age coming into the picture.!? Light speed travel or regular speed travel, speed of travel is not going to interfere with ageing. Speed and time are different factors.. why are you people relating age(time) and speed.!?? Time flows in a constant rate(so does our age along with time), speed is variable. Irrespective of how speed we travel, we will age at the same rate. Time taken to travel a distance does not change time’s natural flow rate.. how in the world does the interstellar age thingy makes sense.!?? Time keeps flowing every second.. our vehicle speed is not going to alter the natural flow of seconds.. Someone correct me if i’am wrong.",True,1435,272,21,0,0,-1,anticipation,-1
@portlandtwowheels1872,2018-07-29T20:42:13Z,1,"Definitely a subscriber. Despite the negative comments, I found that your video had a interesting idea for the outcome and interpretation of the movie. For me, I interpret the ending that these were not advanced humans millions of years into the future, that created the wormhole etc. I say this because if the population starting on Edmunds planet (with Brand starting the surrogacy) was so far evolved past our current species and created a wormhole and ""tesseract,"" then it would create a paradox. I believe it's called the Bootstrap paradox? A good example of this paradox is if you were at home and received a book called ""how to build a time machine"" and built it over the course of 10 years or so..... You would wonder, ""who could have sent me this book?"" Then it dawns on you that, ""hey, it was me! I could send myself and this book back in time, ten years to my younger self!"" Paradox! You could only build the time machine if you discovered the book but you can only discover the book if you made the time machine.... it would be as if nobody has discovered the book or time machine and it would be stuck in this form of causal loop. Both of them cannot exist without the other. This is why I believe that instead of humans, it was a different form of advanced life. This still creates some issues with TARS attempting to relay the quantum data when he/she/it was inside the tesseract. It caused anomalies with Cooper's Ranger (causing a crash years ago in Earth-time), etc. Another plausible idea is having multiple or an infinite number of what we perceive as a universe. Example: you may have created a time machine with your own free will and sent the book back in time but instead you ""traveled"" into a different universe altogether, changing their version of time. Maybe time just doesn't exist? Maybe it's possible that everything that exists always had a past, present and future that was already set. Time is relative....we feel the present, remember the past and dream about the future.",NXhdt1R6TYE,True,en,"Definitely a subscriber. Despite the negative comments, I found that your video had a interesting idea for the outcome and interpretation of the movie. For me, I interpret the ending that these were not advanced humans millions of years into the future, that created the wormhole etc. I say this because if the population starting on Edmunds planet (with Brand starting the surrogacy) was so far evolved past our current species and created a wormhole and ""tesseract,"" then it would create a paradox. I believe it is called the Bootstrap paradox? A good example of this paradox is if you were at home and received a book called ""how to build a time machine"" and built it over the course of 10 years or so..... You would wonder, ""who could have sent me this book?"" Then it dawns on you that, ""hey, it was me! I could send myself and this book back in time, ten years to my younger self!"" Paradox! You could only build the time machine if you discovered the book but you can only discover the book if you made the time machine.... it would be as if nobody has discovered the book or time machine and it would be stuck in this form of causal loop. Both of ththem cannot exist without the other. This is why I believe that instead of humans, it was a different form of advanced life. This still creates some issues with TARS attthempting to relay the quantum data when he/she/it was inside the tesseract. It caused anomalies with Cooper's Ranger (causing a crash years ago in Earth-time), etc. Another plausible idea is having multiple or an infinite number of what we perceive as a universe. Example: you may have created a time machine with your own free will and sent the book back in time but instead you ""traveled"" into a different universe altogether, changing their version of time. Maybe time just does not exist? Maybe it is possible that everything that exists always had a past, present and future that was already set. Time is relative....we feel the present, rthemthember the past and dream about the future.",True,2017,359,22,1,0,-1,anticipation,1
@sidharthxvlogs8435,2019-12-29T03:18:15Z,2,Worm hole athu technically posibil anu Future ill manusharkku adhu okke chiyyan sadikkum,qOngRXgUTN4,True,sq,"Wormholes are technically possible; in the future, humans can do that.",True,70,11,1,0,0,1,optimism,0
@redbugbluebug,2024-11-23T06:31:23Z,0,"Mr Nile, if you don't remember anything about the movie why are you even starting to talk about it??",JZ9qjB2PVuE,True,en,"Mr Nile, if you do not rthemthember anything about the movie why are you even starting to talk about it??",True,105,20,1,0,0,-1,anger,0
@27rdx81,2019-07-20T21:31:03Z,0,Why I'm crying?,t6kqaip7WS4,True,en,Why I am crying?,True,16,4,1,0,-1,-1,sadness,-1
@raadalba6al,2018-10-30T19:23:40Z,0,"Before I saw this video, I was thinking that the tesseract was the result of the high speed in the black hole and love which gave access to previous time periods with cooper's daughter. But now, I think that being the astronaut is dying and all the ending scenes are just his last thoughts before death makes a lot more sense. Still, Interstellar is one of my top movies :)",NXhdt1R6TYE,True,en,"Before I saw this video, I was thinking that the tesseract was the result of the high speed in the black hole and love which gave access to previous time periods with cooper's daughter. But now, I think that being the astronaut is dying and all the ending scenes are just his last thoughts before death makes a lot more sense. Still, Interstellar is one of my top movies :)",True,373,70,2,0,1,1,joy,1
@berniemac1891,2023-10-25T08:35:56Z,0,I find it strange that I didn’t watch or think about this movie in 2014. I was 19 and just graduated high school. 9 years later and as it happens I have two kids now and a third on the way. Seen something on YouTube that mentioned it and decided to watch it. I couldn’t of seen this movie at any other time to have this impact on me is it predetermined 🤯,ASkz5prADQA,True,en,I find it strange that I didn’t watch or think about this movie in 2014. I was 19 and just graduated high school. 9 years later and as it happens I have two kids now and a third on the way. Seen something on YouTube that mentioned it and decided to watch it. I couldn’t of seen this movie at any other time to have this impact on me is it predetermined 🤯,True,354,73,4,0,0,-1,joy,-1
@royjones8312,2024-04-01T05:24:44Z,0,"Just finished watching this again for at the very least the 15th time and I’m bawling again just like the first time. One of the very best films ever made and easily Nolan’s masterpiece in my opinion. And the soundtrack, don’t even get me started on that.",Et9cKWWZ0LM,True,en,"Just finished watching this again for at the very least the 15th time and I’am bawling again just like the first time. One of the very best films ever made and easily Nolan’s masterpiece in my opinion. And the soundtrack, denial of normal’t even get me started on that.",True,269,49,3,1,1,1,joy,1
@AbhishekAR-i6i,2025-06-27T17:12:31Z,1,Bhai mujhe puri movie dekh ke bas ye samajh me aaya ki movie suru me hi end ho gayi thi aur end hi suruat tha 😅😢🤭,Ibcs3bVtVR8,True,sw,"Dude, after watching the whole movie, I just realized that the movie actually ended at the start 😅😢🤭",True,100,18,0,0,-1,-1,sadness,1
@elizabethcohen6526,2025-09-22T04:44:30Z,0,I love this movie. Had to watch a dozen times before I got it.,j3DuONZb3Ik,True,en,I love this movie. Had to watch a dozen times before I got it.,True,62,14,2,1,1,1,joy,1
@sandoncrowder7839,2026-02-23T06:43:04Z,0,"The only thing that comes off very weird is millers planet, they say they were there for a few hours but it seems to be only 20 minutes at the most even with the movie summarizing the time.",zBNKrja8dyY,True,en,"The only thing that comes off very weird is millers planet, they say they were there for a few hours but it sethems to be only 20 minutes at the most even with the movie summarizing the time.",True,191,38,1,0,-1,0,surprise,-1
@ehatacho2183,2021-02-12T10:28:01Z,0,Best movie I ever saw... All ends with death to bring life..,j3DuONZb3Ik,True,en,Best movie I ever saw... All ends with death to bring life..,True,60,12,2,1,1,1,joy,1
@chicotruco,2018-11-17T07:12:00Z,0,to be honest I still don't understand nothing at the end,NXhdt1R6TYE,True,en,to be honest I still do not understand nothing at the end,True,57,12,0,0,-1,0,sadness,1
@abdulsameeh_666,2020-07-01T15:45:28Z,0,"It's not paradox!! Read this bro if you are free!! They had 2 plans A and B Without going deep let's call like this Plan A = Save humans from Earth Plan B = save the humans but not from Earth let them die there , and save the human species by conducting colonies in edumends planet So actually Cooper is a great astronout (said by NASA in this movie) that's the reason he is chosen as fast NASA saw him So they Lazarus Mission was successful without copper , they did the plan B with other astronout that's the plan they had before the arrival of copper and Murph at NASA So the humans are dead and the colonies are conducted and they lived that way and emerged well as they can control time in 5th dimension !! Once they started to encounter another global collosal they started to build the warmhole to get the past humans , they build the Tessaract to Cooper as I said Cooper is a famous astronout so .... And that's not a paradox cuz they actually did the plan B and emerged and once they achieved the ability to the 5th dimension they bought the past Humans There are multiple theories on it... With me... If u wanna hear Lemme know And there are lot of proofs on the theory I mentioned above.....so it's not paradoxical! Thanks for spending time Hope u take a look at my Channel..too",1w_DVgaDQ_g,True,en,"it is not paradox!! Read this brother if you are free!! They had 2 plans A and B Without going deep let us call like this Plan A = Save humans from Earth Plan B = save the humans but not from Earth let ththem die there , and save the human species by conducting colonies in edumends planet So actually Cooper is a great astronout (said by NASA in this movie) that is the reason he is chosen as fast NASA saw him So they Lazarus Mission was successful without copper , they did the plan B with other astronout that is the plan they had before the arrival of copper and Murph at NASA So the humans are dead and the colonies are conducted and they lived that way and themerged well as they can control time in 5th dimension !! Once they started to encounter another global collosal they started to build the warmhole to get the past humans , they build the Tessaract to Cooper as I said Cooper is a famous astronout so .... And that is not a paradox because they actually did the plan B and themerged and once they achieved the ability to the 5th dimension they bought the past Humans There are multiple theories on it... With me... If you want to hear Lthemme know And there are lot of proofs on the theory I mentioned above.....so it is not paradoxical! Thanks for spending time Hope you take a look at my Channel..too",True,1317,252,9,0,1,0,optimism,1
@ousiavazia,2023-02-15T04:37:57Z,0,this movie is basically nolan's La Jetee,zBNKrja8dyY,True,en,this movie is basically nolan's La Jetee,True,40,7,0,0,0,0,joy,0
@spottieryeti6552,2024-01-03T23:34:40Z,0,I had a 3.5 hour flight on Saturday coming home from spending Christmas with Family. This was the only movie (that I hadn’t watched) that really caught my attention cuz I don’t have time to just sit down and watch a 3 hour movie. It was incredible. I knew it was going to be good. I just didn’t imagine it would be that good. Thank you for this breakdown. Helped teach me a lot!!,ASkz5prADQA,True,en,I had a 3.5 hour flight on Saturday coming home from spending Christmas with Family. This was the only movie (that I hadn’t watched) that really caught my attention because I denial of normal’t have time to just sit down and watch a 3 hour movie. It was incredible. I knew it was going to be good. I just didn’t imagine it would be that good. Thank you for this breakdown. Helped teach me a lot!!,True,396,76,8,1,1,1,joy,1
@emy1111,2020-01-26T18:59:39Z,1,Christopher Nolan understands the fact that love does not exist in the field of time and conscience.,t6kqaip7WS4,True,en,Christopher Nolan understands the fact that love does not exist in the field of time and conscience.,True,100,17,1,0,0,1,anticipation,1
@Excessium311,2020-03-06T00:04:43Z,0,we really need this or are people really that dumb?,j3DuONZb3Ik,True,en,we really need this or are people really that dumb?,True,51,10,1,0,-1,-1,anger,-1
@ilovemin01,2021-12-04T20:38:13Z,1,I didnt understand anything but i loved innerstellar,JqKa6qyVYgg,True,en,I didnt understand anything but i loved innerstellar,True,52,8,0,1,0,1,joy,1
@mauricecondran8200,2026-01-20T02:19:20Z,0,Your review/breakdown of Interstellar is all over the place…a mess…when you focus on scene it is correct but………you jump around from start to end to in-between……would have been cleaner to follow the film’s layout…….,zBNKrja8dyY,True,en,Your review/breakdown of Interstellar is all over the place…a mess…when you focus on scene it is correct but………you jump around from start to end to in-between……would have been cleaner to follow the film’s layout…….,True,214,34,1,0,-1,0,disgust,1
@davisgeorge7926,2022-12-01T15:34:55Z,0,Of course these are all theories,JqKa6qyVYgg,True,en,Of course these are all theories,True,32,6,0,0,0,0,anticipation,0
@joeyAPB,2024-12-27T16:25:48Z,0,My girlfriend says she cant get in to interstellar everytime she watches it ive seen it like 3 times ima make her watch it with me next time lol😂 then we watching this,4f9V-8BHONo,True,en,My girlfriend says she cant get in to interstellar everytime she watches it i have seen it like 3 times I am a make her watch it with me next time laughing out loud😂 then we watching this,True,187,38,0,0,0,1,joy,1
@zelmoziggy,2023-11-28T16:42:58Z,0,"Cooper misstated Murphy’s Law, and Tom was correct. Cooper was describing a theorized outcome of quantum superposition.",ASkz5prADQA,True,en,"Cooper misstated Murphy’s Law, and Tom was correct. Cooper was describing a theorized outcome of quantum superposition.",True,119,17,2,0,0,0,anticipation,0
@joeyvalentino7,2025-10-13T22:45:14Z,2,"Interesting how Dr Mann tells Cooper how they sent humans because of humans ability to improvise and push through because at the moment of death you’ll see your kids faces. Yet, all the astronauts on the Lazarus missions did not have any kids",ASkz5prADQA,True,en,"Interesting how Dr Mann tells Cooper how they sent humans because of humans ability to improvise and push through because at the moment of death you’ll see your kids faces. Yet, all the astronauts on the Lazarus missions did not have any kids",True,242,43,1,0,0,1,anticipation,0
@user-cd7wo1mu9j,2023-06-04T13:27:16Z,1,"One of the best DD yet! I watched this movie once and really didn't much of it. And I've been wanting to go back and watch it again, cause I know there is so much more there. But sadly, MCU and Spidey verse has taken up much of my focus. But watching this DD and now just realizing how much Literature was packed into this, makes me want to read the books and watch the movie again. Interstellar is more than just a scifi movie, to call it that is a serious injustice to the film. This film is far more thought provoking and pulls from every source of human intelligence. This is a very unrated movie and I will watch it again with a newer perspective.",ASkz5prADQA,True,en,"One of the best don't die yet! I watched this movie once and really did not much of it. And I have been wanting to go back and watch it again, cause I know there is so much more there. But sadly, MCU and Spidey verse has taken up much of my focus. But watching this don't die and now just realizing how much Literature was packed into this, makes me want to read the books and watch the movie again. Interstellar is more than just a scifi movie, to call it that is a serious injustice to the film. This film is far more thought provoking and pulls from every source of human intelligence. This is a very unrated movie and I will watch it again with a newer perspective.",True,669,131,8,1,1,1,sadness,1
@Booosch,2026-04-23T00:59:46Z,0,The “future civilizations” are just humans that died and moved to a higher dimension. There was no say “evolutuon”.,kcVdY-PKHdk,True,en,The “future civilizations” are just humans that died and moved to a higher dimension. There was no say “evolutuon”.,True,115,19,2,0,-1,1,sadness,-1
@BlurlikeJapanese,2025-08-22T17:17:40Z,0,Chal chal chal,Ibcs3bVtVR8,True,tn,"Come on, come on, come on",True,25,6,0,1,0,1,joy,0
@momothekid47,2022-04-18T18:46:52Z,0,"There is a part in the Old Testament where I think someone (Joshua I believe) asks God to stop time and He does! The sun stops at its point in the sky. I may be remembering it wrong and anyone can correct me. But I’ve always wondered how God in the King James Bible relates to our ideas of time. And there’s a few other examples in the rest of the Bible where time is not the same for us as it is for God. Just meditating on it, that’s all!",JqKa6qyVYgg,True,en,"There is a part in the Old Testament where I think someone (Joshua I believe) asks God to stop time and He does! The sun stops at its point in the sky. I may be rthemthembering it wrong and anyone can correct me. But I’ve always wondered how God in the King James Bible relates to our ideas of time. And there’s a few other examples in the rest of the Bible where time is not the same for us as it is for God. Just meditating on it, that’s all!",True,444,91,6,0,0,1,optimism,1
@darkzak47,2024-01-16T04:00:35Z,0,It always baked my noodle that time was not a constant,JqKa6qyVYgg,True,en,It always baked my noodle that time was not a constant,True,54,11,0,0,0,0,joy,0
@ugoeze7360,2022-12-10T17:31:21Z,0,"“Heavy Second Spoilers” (not trademarked) analysis should be an ongoing segment, Paul. Well done, good sir. Well done.",zBNKrja8dyY,True,en,"“Heavy Second Spoilers” (not tradthemarked) analysis should be an ongoing segment, Paul. Well done, good sir. Well done.",True,120,18,3,1,1,1,joy,1
@tejasg2836,2026-02-19T12:03:13Z,0,L,QBSw8nSVpmI,True,st,L,True,1,1,0,0,0,1,sadness,1
@piotrjuszczyk1,2021-10-10T21:19:16Z,0,Beautyfull but stupid.,j3DuONZb3Ik,True,en,Beautyfull but stupid.,True,22,3,1,0,-1,-1,anger,-1
@fleetstreet11,2023-08-22T18:26:42Z,0,You honor your father.,ASkz5prADQA,True,en,You honor your father.,True,22,4,1,1,0,1,optimism,1
@dfunk5000,2014-11-11T14:33:55Z,0,"The ending was dumb...how did the daughter know ann hathway was on the planet alone? Why wouldn't they sent a shuttle to come and collect her? When Mathew is returning through the worm hole he hifi's hathway back in the past, when she is beginning the mission (so he has returned to the past). But when he leaves the wormhole he is years into the future???? Huh??? Plus you'd think the daughters kids would want to meet their grandfather, none of her family even approach him.??? Weirddd",qhW1HfSuPVQ,True,en,"The ending was dumb...how did the daughter know ann hathway was on the planet alone? Why would not they sent a shuttle to come and collect her? When Mathew is returning through the worm hole he hifi's hathway back in the past, when she is beginning the mission (so he has returned to the past). But when he leaves the wormhole he is years into the future???? Huh??? Plus you would think the daughters kids would want to meet their grandfather, none of her family even approach him.??? Weirddd",True,492,89,7,0,-1,-1,disgust,-1
@d0ntreply,2020-12-06T04:58:27Z,0,"i think this might be my favourite space movie ever, besides from apollo13 this is a super close 2nd.",qhW1HfSuPVQ,True,en,"i think this might be my favourite space movie ever, besides from apollo13 this is a super close 2nd.",True,101,19,1,1,1,1,joy,1
@SHANKZZYT,2025-10-14T18:34:08Z,5,Bro pls tell about time in Miller's planet,dMl_GhbcP0c,True,en,brother please tell about time in Miller's planet,True,49,8,0,0,0,1,anticipation,1
@anjmiller,2023-08-23T23:55:41Z,0,Wow. It's one of my favorite movies of all time. And now you've given it so much more meaning and wonder. Thankyou.,ASkz5prADQA,True,en,Wow. it is one of my favorite movies of all time. And now you have given it so much more meaning and wonder. Thankyou.,True,118,24,4,1,1,1,joy,1
@sammylpt9076,2020-05-25T22:10:20Z,0,What's weird is that this is one of my favourite movies yet evidently I have not got past the part where he goes into the wormhole to communicate with his daughter. I had no idea there was this ending of seeing his daughter.,j3DuONZb3Ik,True,en,what is weird is that this is one of my favourite movies yet evidently I have not got past the part where he goes into the wormhole to communicate with his daughter. I had no idea there was this ending of seeing his daughter.,True,225,44,2,0,-1,1,sadness,-1
@AlexS-wv4ur,2023-04-12T02:35:31Z,1,Eric this channel is just perfect. Your absolute love for film shines in these videos and your fucking mind is insane to witness. Thank you.,ASkz5prADQA,True,en,Eric this channel is just perfect. Your absolute love for film shines in these videos and your fucking mind is insane to witness. Thank you.,True,140,25,3,1,1,1,joy,1
@bouquetofroses3416,2023-02-10T20:42:35Z,0,Dang I gotta go watch Interstellar again,I1AXx1XmQrc,True,en,Dang I got to go watch Interstellar again,True,41,8,0,1,0,1,joy,0
@koalacat6946,2023-04-15T15:40:56Z,0,"Please make a video on 2001: A Space Odyssey. It has to have one of the most confusing endings ever, and I really wanna see your take on what the movie really means. I don’t think anyone on the internet really understands this movie, but I feel like you could do a better job of piecing it together than most people.",ASkz5prADQA,True,en,"Please make a video on 2001: A Space Odyssey. It has to have one of the most confusing endings ever, and I really want to see your take on what the movie really means. I denial of normal’t think anyone on the internet really understands this movie, but I feel like you could do a better job of piecing it together than most people.",True,331,64,3,0,-1,-1,anticipation,1
@octoo_q,2025-08-12T19:08:02Z,0,I just watched interstellar and it was very confusing like my best friend needed to explain it to me and I searched to google and watch this video I'm still confused a bit but I understand the ending now,j3DuONZb3Ik,True,en,I just watched interstellar and it was very confusing like my best friend needed to explain it to me and I searched to google and watch this video I am still confused a bit but I understand the ending now,True,204,40,0,0,-1,0,anticipation,1
@SittingOnACornflake,2020-09-02T03:29:00Z,0,This is a really good video M8. It’s the bloody Nolanpalooza,qhW1HfSuPVQ,True,en,This is a really good video friend. It’s the bloody Nolanpalooza,True,64,11,1,1,1,1,joy,1
